season,month,holiday,weekday,workingday,weather,temp,hum,wind,registered,cnt,day
1,1,0,7,0,2,14.110847,80.5833,10.749882,31771,985,1
1,1,0,1,0,2,14.902598,69.6087,16.652113,32548,801,1
1,1,0,2,1,1,8.050924,43.7273,16.636703,59704,1349,1
1,1,0,3,1,1,8.2,59.0435,10.739832,70635,1562,1
1,1,0,4,1,1,9.305237,43.6957,12.5223,73744,1600,1
1,1,0,5,1,1,8.378268,51.8261,6.0008684,73744,1606,1
1,1,0,6,1,2,8.057402,49.8696,11.304642,66165,1510,1
1,1,0,7,0,2,6.765,53.5833,17.875868,43284,959,1
1,1,0,1,0,1,5.671653,43.4167,24.25065,37309,822,1
1,1,0,2,1,1,6.184153,48.2917,14.958889,62182,1321,1
1,1,0,3,1,2,6.932731,68.6364,8.182844,59267,1263,1
1,1,0,4,1,1,7.081807,59.9545,20.410009,55235,1162,1
1,1,0,5,1,1,6.765,47.0417,20.167,66457,1406,13
1,1,0,6,1,1,6.59567,53.7826,8.478716,66408,1421,14
1,1,0,7,0,2,9.566653,49.875,10.583521,49843,1248,15
1,1,0,1,0,1,9.498347,48.375,12.625011,46296,1204,16
1,1,1,2,0,2,7.209153,53.75,12.999139,42896,1000,17
1,1,0,3,1,2,8.883347,86.1667,9.833925,32742,683,18
1,1,0,4,1,2,11.979134,74.1739,13.957239,76367,1650,19
1,1,0,5,1,2,10.728347,53.8333,13.125568,89581,1927,20
1,1,0,6,1,1,7.2775,45.7083,23.667214,71315,1543,21
1,1,0,7,0,1,2.4243464,40.0,11.52199,43139,981,22
1,1,0,1,0,1,3.9573897,43.6522,16.5222,40612,986,23
1,1,0,2,1,1,3.9930433,49.1739,10.60811,64611,1416,24
1,1,0,3,1,2,9.162598,61.6957,8.696332,87395,1985,25
1,1,0,4,1,3,8.9175,86.25,19.68795,22929,506,26
1,1,0,5,1,1,7.995,68.75,7.627079,20209,431,27
1,1,0,6,1,2,8.342598,79.3043,8.2611,54846,1167,28
1,1,0,7,0,1,8.057402,65.1739,9.739455,47365,1098,29
1,1,0,1,0,1,8.877402,72.2174,4.9568342,46442,1096,30
1,1,0,2,1,2,7.414153,60.375,12.541864,70878,1501,31
1,2,0,3,1,2,7.879134,82.9565,3.565271,63785,1360,2
1,2,0,4,1,2,10.66,77.5417,17.708636,70635,1526,2
1,2,0,5,1,1,7.665237,43.7826,18.609384,72335,1550,2
1,2,0,6,1,2,8.663464,58.5217,8.565213,78699,1708,2
1,2,0,7,0,2,9.566653,92.9167,10.792293,43964,1005,2
1,2,0,1,0,1,11.719153,56.8333,9.5006,61648,1623,2
1,2,0,2,1,1,11.138347,73.8333,3.0423561,77339,1712,2
1,2,0,3,1,1,9.054153,53.7917,24.25065,71218,1530,2
1,2,0,4,1,2,5.526103,49.4783,12.652213,75396,1605,2
1,2,0,5,1,1,5.918268,43.7391,14.869645,72432,1538,2
1,2,0,6,1,1,7.752731,50.6364,7.27285,77582,1746,2
1,2,0,7,0,1,9.1225,54.4167,13.625589,57518,1472,2
1,2,0,1,0,1,12.977402,45.7391,17.479161,57907,1589,13
1,2,0,2,1,1,17.015,37.5833,27.999836,82828,1913,14
1,2,0,3,1,1,10.909567,31.4348,19.522058,81371,1815,15
1,2,0,4,1,1,13.048701,42.3478,16.869997,92156,2115,16
1,2,0,5,1,1,17.869153,50.5,15.416968,107653,2475,17
1,2,0,6,1,1,21.388347,51.6667,17.749975,114065,2927,18
1,2,0,7,0,1,16.365847,18.7917,34.000021,53583,1635,19
1,2,0,1,0,1,11.693897,40.7826,14.956745,56984,1812,20
1,2,1,2,0,2,12.436653,60.5,20.625682,44304,1107,21
1,2,0,3,1,1,7.471102,57.7778,13.110761,66846,1450,22
1,2,0,4,1,1,9.091299,42.3043,6.305571,86375,1917,23
1,2,0,5,1,2,12.121732,69.7391,16.783232,82926,1807,24
1,2,0,6,1,2,14.938268,71.2174,23.218113,65145,1461,25
1,2,0,7,0,1,11.5825,53.7917,12.500257,75056,1969,26
1,2,0,1,0,1,14.082598,68.0,8.391616,82974,2402,27
1,2,0,2,1,2,16.698193,87.6364,19.408962,66311,1446,28
1,3,0,3,1,1,10.933347,53.5,14.500475,83266,1851,3
1,3,0,4,1,1,13.735,44.9583,20.624811,92447,2134,3
1,3,0,5,1,1,8.131653,31.8333,15.125518,75881,1685,3
1,3,0,6,1,2,10.728347,61.0417,13.624182,84043,1944,3
1,3,0,7,0,2,15.750847,78.9167,16.875357,69809,2077,3
1,3,0,1,0,2,15.437402,94.8261,23.000229,23852,605,3
1,3,0,2,1,1,10.731299,55.1304,22.870584,79088,1872,3
1,3,0,3,1,1,11.9925,42.0833,8.08355,88269,2133,3
1,3,0,4,1,2,12.129153,77.5417,14.75005,82586,1891,3
1,3,0,5,1,3,15.952731,0.0,17.545759,28030,623,3
1,3,0,6,1,2,12.977402,64.9565,15.60899,84043,1977,3
1,3,0,7,0,1,13.495847,59.4583,14.791925,68400,2132,3
1,3,0,1,0,1,15.758268,52.7391,18.130468,69712,2417,13
1,3,0,2,1,1,13.333897,49.6957,9.174042,81954,2046,14
1,3,0,3,1,2,13.013031,65.5652,12.348703,85840,2056,15
1,3,0,4,1,2,14.973897,77.6522,13.608839,90893,2192,16
1,3,0,5,1,1,17.015,60.2917,14.041793,112705,2744,17
1,3,0,6,1,1,22.14,52.5217,15.478139,114405,3239,18
1,3,0,7,0,1,19.3725,37.9167,24.667189,82245,3117,19
1,3,0,1,0,1,13.6325,47.375,13.917307,69177,2471,20
2,3,0,2,1,2,17.647835,73.7391,19.348461,81420,2077,21
2,3,0,3,1,1,18.108347,62.4583,15.12525,108964,2703,22
2,3,0,4,1,2,14.225237,83.9565,15.695487,93176,2121,23
2,3,0,5,1,2,11.685,80.5833,16.333729,82537,1865,24
2,3,0,6,1,1,10.830847,49.5,15.458575,92787,2210,25
2,3,0,7,0,1,10.899153,39.4167,14.041257,73598,2496,26
2,3,0,1,0,2,10.374763,49.3913,12.3481,59316,1693,27
2,3,0,2,1,1,10.838268,30.2174,14.217668,87735,2028,28
2,3,0,3,1,1,12.4025,31.4167,15.208732,102406,2425,29
2,3,0,4,1,2,12.3,64.6667,11.583496,66457,1536,30
2,3,0,5,1,3,11.001653,91.8333,14.582282,73161,1685,31
2,4,0,6,1,2,12.3,68.625,17.333436,93273,2227,4
2,4,0,7,0,2,12.915,65.375,13.208782,65777,2252,4
2,4,0,1,0,1,15.511653,48.0,12.208271,77630,3249,4
2,4,0,2,1,1,23.506653,42.625,25.833257,115668,3115,4
2,4,0,3,1,2,16.980847,64.2083,26.000489,79088,1795,4
2,4,0,4,1,1,16.024153,47.0833,17.625221,116349,2808,4
2,4,0,5,1,1,17.9375,60.2917,10.874904,124850,3141,4
2,4,0,6,1,2,13.769153,83.625,15.208464,63105,1471,4
2,4,0,7,0,2,14.0425,87.75,8.916561,76562,2455,4
2,4,0,1,0,2,17.493347,85.75,9.833389,82926,2895,4
2,4,0,2,1,2,24.421732,71.6956,21.739758,121109,3348,4
2,4,0,3,1,2,20.6025,73.9167,18.416893,86326,2034,4
2,4,0,4,1,2,16.9125,81.9167,16.791339,94876,2162,13
2,4,0,5,1,1,19.1675,54.0417,7.4169,133012,3267,14
2,4,1,6,0,1,18.313347,67.125,15.167125,120672,3126,15
2,4,0,7,0,3,17.664153,88.8333,22.834136,32742,795,16
2,4,0,1,0,1,18.723347,47.9583,20.334232,106195,3744,17
2,4,0,2,1,1,21.0125,54.25,10.958989,134080,3429,18
2,4,0,3,1,2,20.739153,66.5833,10.584057,135781,3204,19
2,4,0,4,1,1,24.395,61.4167,16.208975,161819,3944,20
2,4,0,5,1,1,18.825847,40.7083,21.792286,167309,4189,21
2,4,0,6,1,2,13.803347,72.9583,14.707907,73161,1683,22
2,4,0,7,0,2,18.86,88.7917,15.458575,125044,4036,23
2,4,0,1,0,2,23.848347,81.0833,12.875725,120526,4191,24
2,4,0,2,1,1,24.873347,77.6667,12.417311,160314,4073,25
2,4,0,3,1,1,25.898347,72.9167,21.8755,180814,4400,26
2,4,0,4,1,2,25.42,83.5417,20.9174,161528,3872,27
2,4,0,5,1,2,25.3175,70.0833,21.500836,169495,4058,28
2,4,0,6,1,1,20.91,45.7083,16.084221,180571,4595,29
2,4,0,7,0,1,19.3725,50.3333,15.750025,162597,5312,30
2,5,0,1,0,2,18.518347,76.2083,7.125718,107507,3351,5
2,5,0,2,1,2,22.515847,73.0,12.291418,172653,4401,5
2,5,0,3,1,2,25.283347,69.7083,22.958689,186935,4451,5
2,5,0,4,1,2,16.980847,73.7083,22.042732,115523,2633,5
2,5,0,5,1,1,18.825847,44.4167,19.791264,185527,4433,5
2,5,0,6,1,1,19.645847,59.0,15.292482,180426,4608,5
2,5,0,7,0,1,21.32,54.125,10.75015,150695,4714,5
2,5,0,1,0,1,21.661653,63.1667,5.0007125,142436,4333,5
2,5,0,2,1,1,21.8325,58.875,11.792,179648,4362,5
2,5,0,3,1,1,21.8325,48.9167,7.749957,199615,4803,5
2,5,0,4,1,1,22.2425,63.2917,8.083014,176442,4182,5
2,5,0,5,1,1,21.935,74.75,12.707689,202530,4864,5
2,5,0,6,1,2,21.0125,86.3333,12.041575,165803,4105,13
2,5,0,7,0,2,21.354153,92.25,9.04165,121790,3409,14
2,5,0,1,0,2,23.0625,86.7083,10.249593,144331,4553,15
2,5,0,2,1,1,23.6775,78.7917,8.500357,154727,3958,16
2,5,0,3,1,2,23.028347,83.7917,18.582718,167358,4123,17
2,5,0,4,1,2,22.55,87.0,13.499964,161237,3855,18
2,5,0,5,1,2,21.764153,82.9583,7.250271,186547,4575,19
2,5,0,6,1,1,22.003347,71.9583,8.375871,194708,4917,20
2,5,0,7,0,1,24.7025,62.6667,8.08355,172313,5805,21
2,5,0,1,0,1,24.770847,74.9583,9.916536,149820,4660,22
2,5,0,2,1,2,25.898347,81.0,15.667414,167018,4274,23
2,5,0,3,1,2,27.06,74.0833,13.875164,186207,4492,24
2,5,0,4,1,1,27.094153,69.625,10.333611,205882,4978,25
2,5,0,5,1,1,29.041653,67.75,13.376014,190385,4677,26
2,5,0,6,1,1,27.948347,65.375,16.125493,184992,4679,27
2,5,0,7,0,1,26.889153,72.9583,15.416164,133935,4758,28
2,5,0,1,0,1,27.3675,81.875,14.333846,118195,4788,29
2,5,1,2,0,1,30.066653,68.5,8.792075,123830,4098,30
2,5,0,3,1,1,31.775,63.6667,7.459043,160751,3982,31
2,6,0,4,1,2,31.330847,67.7083,13.875164,168135,3974,6
2,6,0,5,1,1,29.315,30.5,19.583229,205590,4968,6
2,6,0,6,1,1,25.42,35.4167,16.959107,214432,5312,6
2,6,0,7,0,1,26.035,45.625,8.250514,168718,5342,6
2,6,0,1,0,2,26.581653,65.25,9.292364,156476,4906,6
2,6,0,2,1,1,27.811653,60.0,8.167032,188247,4548,6
2,6,0,3,1,1,29.0075,59.7917,12.583136,197720,4833,6
2,6,0,4,1,1,31.809153,62.2083,9.166739,180960,4401,6
2,6,0,5,1,2,33.141653,56.8333,10.042161,162840,3915,6
2,6,0,6,1,1,30.955,60.5,9.417118,183195,4586,6
2,6,0,7,0,1,29.725,65.4583,10.37495,157253,4966,6
2,6,0,1,0,1,28.3925,74.7917,10.958989,145399,4460,6
2,6,0,2,1,1,26.035,49.4583,20.45845,201947,5020,13
2,6,0,3,1,1,24.770847,50.7083,18.041961,202287,4891,14
2,6,0,4,1,1,25.693347,47.1667,11.250104,214286,5180,15
2,6,0,5,1,2,25.761653,68.8333,13.833557,156524,3767,16
2,6,0,6,1,1,26.615847,73.5833,9.582943,193396,4844,17
2,6,0,7,0,1,28.563347,67.0417,8.000336,160896,5119,18
2,6,0,1,0,2,28.665847,66.6667,6.834,150840,4744,19
2,6,0,2,1,2,26.035,74.625,10.416825,160848,4010,20
3,6,0,3,1,2,27.914153,77.0417,11.458675,197283,4835,21
3,6,0,4,1,1,30.066653,70.75,11.541554,186838,4507,22
3,6,0,5,1,2,29.861653,70.3333,15.999868,196457,4790,23
3,6,0,6,1,1,29.690847,57.3333,14.875675,195388,4991,24
3,6,0,7,0,1,28.495,48.3333,14.041257,166143,5202,25
3,6,0,1,0,1,27.88,51.3333,6.3337311,164443,5305,26
3,6,0,2,1,2,27.9825,65.8333,7.208396,187227,4708,27
3,6,0,3,1,1,30.510847,63.4167,9.666961,190239,4648,28
3,6,0,4,1,1,29.861653,49.7917,17.542007,212634,5225,29
3,6,0,5,1,1,28.563347,43.4167,12.415904,218027,5515,30
3,7,0,6,1,1,29.6225,39.625,6.874736,199955,5362,7
3,7,0,7,0,1,30.271653,44.4583,7.709154,141610,5119,7
3,7,0,1,0,2,29.383347,68.25,15.333486,114988,4649,7
3,7,1,2,0,2,29.793347,63.7917,5.4591064,144671,6043,7
3,7,0,3,1,1,30.613347,59.0417,8.459286,176539,4665,7
3,7,0,4,1,1,29.52,74.3333,10.042161,186790,4629,7
3,7,0,5,1,1,30.75,65.125,10.6664,186450,4592,7
3,7,0,6,1,2,29.075847,75.7917,15.083643,162645,4040,7
3,7,0,7,0,1,30.066653,60.9167,11.250104,162645,5336,7
3,7,0,1,0,1,30.6475,57.8333,12.292557,152444,4881,7
3,7,0,2,1,1,31.2625,63.5833,18.916579,163374,4086,7
3,7,0,3,1,1,32.560847,55.9167,13.417018,174693,4258,7
3,7,0,4,1,1,30.613347,63.1667,9.790911,174596,4342,13
3,7,0,5,1,1,27.914153,47.625,16.124689,203841,5084,14
3,7,0,6,1,1,27.196653,59.125,12.249811,205007,5538,15
3,7,0,7,0,1,28.153347,58.5,13.958914,170272,5923,16
3,7,0,1,0,1,29.485847,60.4167,16.417211,160119,5302,17
3,7,0,2,1,1,30.613347,65.125,14.458868,175713,4458,18
3,7,0,3,1,1,31.843347,65.0417,8.7502,184069,4541,19
3,7,0,4,1,1,31.501653,70.7083,7.625739,179163,4332,20
3,7,0,5,1,2,33.415,69.125,14.875407,153124,3784,21
3,7,0,6,1,1,34.781653,58.0417,8.9177,137238,3387,22
3,7,0,7,0,1,34.815847,50.0,8.791807,111636,3285,23
3,7,0,1,0,1,34.03,55.0833,11.334457,124170,3606,24
3,7,0,2,1,1,30.476653,75.7083,6.0841561,158953,3840,25
3,7,0,3,1,1,31.638347,54.0833,13.417286,186547,4590,26
3,7,0,4,1,1,31.775,40.2917,12.292021,189510,4656,27
3,7,0,5,1,1,31.945847,58.3333,11.958093,183826,4390,28
3,7,0,6,1,1,34.371653,54.25,11.667246,154290,3846,29
3,7,0,7,0,1,32.970847,46.5833,11.291979,141659,4475,30
3,7,0,1,0,1,33.039153,48.0833,11.042471,134955,4302,31
3,8,0,2,1,1,31.638347,55.0833,10.500039,171827,4266,8
3,8,0,3,1,1,32.116653,49.125,13.79195,196457,4845,8
3,8,0,4,1,2,29.998347,65.75,9.084061,150938,3574,8
3,8,0,5,1,2,29.11,75.75,13.20905,183486,4576,8
3,8,0,6,1,1,29.144153,63.0833,12.374632,186692,4866,8
3,8,0,7,0,2,29.383347,75.5,15.29275,134712,4294,8
3,8,0,1,0,1,30.4425,75.2917,13.499629,120818,3785,8
3,8,0,2,1,1,31.365,59.2083,12.875725,169058,4326,8
3,8,0,3,1,1,31.775,57.0417,10.125107,179503,4602,8
3,8,0,4,1,1,31.433347,42.4167,13.417286,189267,4780,8
3,8,0,5,1,1,29.4175,42.375,11.041332,193348,4792,8
3,8,0,6,1,1,29.041653,41.5,8.416607,187227,4905,8
3,8,0,7,0,2,28.119153,72.9583,14.167418,128542,4150,13
3,8,0,1,0,2,27.743347,81.75,14.916411,120575,3820,14
3,8,0,2,1,1,27.299153,71.2083,13.999918,173090,4338,15
3,8,0,3,1,1,28.734153,57.8333,15.834043,194514,4725,16
3,8,0,4,1,1,29.656653,57.5417,9.625689,195583,4694,17
3,8,0,5,1,1,29.178347,65.4583,15.624936,153804,3805,18
3,8,0,6,1,2,28.085,72.2917,9.333636,163034,4153,19
3,8,0,7,0,1,28.5975,67.4167,6.999289,159196,5191,20
3,8,0,1,0,1,29.144153,77.0,16.666518,127473,3873,21
3,8,0,2,1,1,28.358347,47.0,18.54225,190676,4758,22
3,8,0,3,1,1,26.274153,45.5417,9.833121,224148,5895,23
3,8,0,4,1,1,27.606653,60.5,16.958236,203112,5130,24
3,8,0,5,1,2,28.050847,77.1667,14.125811,150938,3542,25
3,8,0,6,1,1,28.7,76.125,5.6254875,189121,4661,26
3,8,0,7,0,2,27.88,85.0,25.166339,43187,1115,27
3,8,0,1,0,1,28.989419,56.1765,20.412153,141805,4334,28
3,8,0,2,1,1,26.103347,55.4583,10.708275,189704,4634,29
3,8,0,3,1,1,26.205847,54.8333,8.375536,215160,5204,30
3,8,0,4,1,1,26.923347,59.7917,5.5833311,212294,5058,31
3,9,0,5,1,1,26.855,63.9167,9.500332,210448,5115,9
3,9,0,6,1,2,26.376653,72.7083,9.375243,187130,4727,9
3,9,0,7,0,1,27.435847,71.6667,12.416775,123830,4484,9
3,9,0,1,0,1,29.075847,74.2083,13.833289,117515,4940,9
3,9,1,2,0,2,27.606653,79.0417,14.250632,102746,3351,9
3,9,0,3,1,3,22.14,88.6957,23.044181,121741,2710,9
3,9,0,4,1,3,24.565847,91.7083,6.5003936,91233,1996,9
3,9,0,5,1,3,25.990433,93.9565,12.914116,82051,1842,9
3,9,0,6,1,2,26.65,89.7917,8.333393,151909,3544,9
3,9,0,7,0,1,27.06,75.375,10.291736,174645,5345,9
3,9,0,1,0,1,26.786653,71.375,7.708618,165803,5046,9
3,9,0,2,1,1,26.418268,69.2174,5.957171,195437,4713,9
3,9,0,3,1,1,26.684153,71.25,9.500868,197331,4763,13
3,9,0,4,1,1,27.606653,69.7083,11.2091,201024,4785,14
3,9,0,5,1,2,23.6775,70.9167,18.166782,156961,3659,15
3,9,0,6,1,2,19.235847,59.0417,11.000261,195194,4760,16
3,9,0,7,0,2,20.158347,71.8333,12.708225,149480,4511,17
3,9,0,1,0,1,20.8075,69.5,11.958361,141902,4274,18
3,9,0,2,1,2,22.515847,69.0,10.166714,186935,4539,19
3,9,0,3,1,2,23.028347,88.125,9.041918,155601,3641,20
3,9,0,4,1,2,24.395,90.0,6.4590814,185235,4352,21
3,9,0,5,1,2,25.761653,90.2083,8.584375,205979,4795,22
4,9,0,6,1,2,24.975847,97.25,5.2505689,103815,2395,23
4,9,0,7,0,2,24.873347,86.25,5.2516811,177171,5423,24
4,9,0,1,0,2,26.000847,84.5,3.3754064,168378,5010,25
4,9,0,2,1,2,26.615847,84.8333,7.4169,191696,4630,26
4,9,0,3,1,2,26.103347,88.5417,7.917457,176976,4120,27
4,9,0,4,1,2,26.035,84.875,9.958143,166483,3907,28
4,9,0,5,1,1,25.283347,69.9167,11.583161,203355,4839,29
4,9,0,6,1,1,23.130847,64.75,13.833825,212391,5202,30
4,10,0,7,0,2,16.81,75.375,19.583832,94682,2429,10
4,10,0,1,0,2,14.623347,79.1667,14.874871,111831,2918,10
4,10,0,2,1,2,15.750847,76.0833,5.5841686,157399,3570,10
4,10,0,3,1,1,19.850847,71.0,13.792218,192862,4456,10
4,10,0,4,1,1,22.071653,64.7917,11.87575,207290,4826,10
4,10,0,5,1,1,20.260847,62.0833,9.041918,200441,4765,10
4,10,0,6,1,1,20.944153,68.4167,1.5002439,196068,4985,10
4,10,0,7,0,1,21.388347,70.125,3.0420814,154192,5409,10
4,10,0,1,0,1,22.174153,72.75,4.25115,151278,5511,10
4,10,1,2,0,1,23.404153,73.375,2.8343814,175033,5117,10
4,10,0,3,1,2,23.233347,80.875,9.583814,189267,4563,10
4,10,0,4,1,3,22.276653,90.625,16.62605,106827,2416,10
4,10,0,5,1,2,24.155847,89.6667,9.499729,127425,2913,13
4,10,0,6,1,2,22.584153,71.625,15.000161,151326,3644,14
4,10,0,7,0,1,20.773347,48.3333,17.291561,161188,5217,15
4,10,0,1,0,1,20.978347,48.6667,18.875039,159973,5041,16
4,10,0,2,1,1,21.900847,57.9583,11.750393,187373,4570,17
4,10,0,3,1,2,21.8325,70.1667,7.375829,199712,4748,18
4,10,0,4,1,3,22.211299,89.5217,16.303713,105418,2424,19
4,10,0,5,1,1,19.509153,63.625,28.292425,180911,4195,20
4,10,0,6,1,1,17.5275,57.4167,14.833532,176248,4304,21
4,10,0,7,0,1,17.3225,62.9167,6.2086689,136461,4308,22
4,10,0,1,0,1,17.288347,74.125,6.6673375,134177,4381,23
4,10,0,2,1,1,18.996653,77.2083,7.959064,169447,4187,24
4,10,0,3,1,1,19.338347,62.2917,11.166086,193931,4687,25
4,10,0,4,1,2,19.850847,72.0417,9.959014,169544,3894,26
4,10,0,5,1,2,19.27,81.2917,13.250121,117515,2659,27
4,10,0,6,1,2,13.564153,58.5833,15.375093,159876,3747,28
4,10,0,7,0,3,10.420847,88.25,23.541857,27690,627,29
4,10,0,1,0,1,13.085847,62.375,11.833339,118826,3331,30
4,10,0,2,1,1,13.94,70.3333,7.12545,160654,3669,31
4,11,0,3,1,1,16.434153,68.375,9.083257,177705,4068,11
4,11,0,4,1,1,15.4775,71.875,5.5001439,185381,4186,11
4,11,0,5,1,1,16.741653,70.2083,9.166739,177608,3974,11
4,11,0,6,1,2,16.536653,62.25,18.209193,173722,4046,11
4,11,0,7,0,1,13.393347,51.9167,12.667154,134566,3926,11
4,11,0,1,0,1,14.281653,73.4583,6.1676314,131020,3649,11
4,11,0,2,1,1,16.195,75.875,3.834075,177899,4035,11
4,11,0,3,1,1,16.741653,72.1667,4.6255125,186012,4205,11
4,11,0,4,1,1,16.4,75.8333,4.1671186,184798,4109,11
4,11,0,5,1,2,15.58,81.3333,12.667489,133254,2933,11
4,11,1,6,0,1,13.290847,44.625,21.083225,142242,3368,11
4,11,0,7,0,1,14.623347,55.2917,14.208154,135635,4067,11
4,11,0,1,0,1,18.074153,45.8333,18.875307,131797,3717,13
4,11,0,2,1,1,21.73,58.7083,20.541932,189024,4486,14
4,11,0,3,1,2,21.73,68.875,13.375411,181980,4195,15
4,11,0,4,1,3,18.723347,93.0,9.167543,81225,1817,16
4,11,0,5,1,2,14.008347,57.5833,20.459254,141562,3053,17
4,11,0,6,1,1,11.240847,41.0,11.291711,152881,3392,18
4,11,0,7,0,1,13.495847,50.2083,15.041232,132137,3663,19
4,11,0,1,0,2,18.996653,68.4583,12.45865,132769,3520,20
4,11,0,2,1,3,18.3475,91.0,9.249618,123636,2765,21
4,11,0,3,1,3,17.083347,96.25,7.959064,74716,1607,22
4,11,0,4,1,2,18.074153,75.7917,22.500275,119215,2566,23
4,11,1,5,0,1,15.306653,54.9167,11.209368,45422,1495,24
4,11,0,6,1,1,15.375,64.375,6.6260186,82440,2792,25
4,11,0,7,0,1,15.409153,68.1667,4.5841936,88367,3068,26
4,11,0,1,0,1,18.825847,69.8333,13.999918,109839,3071,27
4,11,0,2,1,1,20.642598,74.3043,9.522174,175568,3867,28
4,11,0,3,1,2,18.791653,83.0833,17.292164,136898,2914,29
4,11,0,4,1,1,13.325,61.3333,18.167586,166386,3613,30
4,12,0,5,1,1,12.8125,52.4583,14.750586,172216,3727,12
4,12,0,6,1,1,12.880847,62.5833,6.750518,178385,3940,12
4,12,0,7,0,1,12.265847,61.2917,6.4174811,141270,3614,12
4,12,0,1,0,1,13.564153,77.5833,5.6252061,138501,3485,12
4,12,0,2,1,2,15.819153,82.7083,4.1679561,173819,3811,12
4,12,0,3,1,3,18.9625,94.9583,15.583061,119895,2594,12
4,12,0,4,1,3,16.81,97.0417,17.833725,31819,705,12
4,12,0,5,1,1,10.899153,58.0,16.083886,154095,3322,12
4,12,0,6,1,1,11.924153,69.5833,5.5420189,163180,3620,12
4,12,0,7,0,1,11.275,50.75,15.625807,130583,3190,12
4,12,0,1,0,1,9.054153,49.0,4.4582939,114940,2743,12
4,12,0,2,1,1,9.771653,67.0833,4.25115,153852,3310,12
4,12,0,3,1,1,11.5825,59.0,9.41685,163617,3523,13
4,12,0,4,1,2,13.0175,66.375,4.0842061,173041,3740,14
4,12,0,5,1,2,17.3225,63.4167,17.958814,171390,3709,15
4,12,0,6,1,2,15.375,50.0417,17.458525,165123,3577,16
4,12,0,7,0,2,10.591653,56.0833,16.292189,119701,2739,17
4,12,0,1,0,1,9.771653,58.625,11.375193,107410,2431,18
4,12,0,2,1,1,11.343347,63.75,11.584032,152686,3403,19
4,12,0,3,1,2,15.819153,59.5417,4.1252436,171681,3750,20
1,12,0,4,1,2,17.561653,85.8333,14.8338,124024,2660,21
1,12,0,5,1,2,17.356653,75.75,3.167425,138015,3068,22
1,12,0,6,1,1,15.306653,68.625,18.374482,99394,2209,23
1,12,0,7,0,1,12.4025,54.25,12.750368,41584,1011,24
1,12,0,1,0,1,11.266103,68.1304,10.391097,21909,754,25
1,12,1,2,0,1,13.191299,50.6957,16.044155,43090,1317,26
1,12,0,3,1,2,13.325,76.25,12.62615,51446,1162,27
1,12,0,4,1,1,12.26433,50.3913,19.695387,99443,2302,28
1,12,0,5,1,1,10.181653,57.4167,8.000604,105370,2423,29
1,12,0,6,1,1,12.778347,63.6667,9.000579,121838,2999,30
1,12,0,7,0,1,16.81,61.5833,14.750318,88415,2485,31
